alert_id,cse,created_at,severity,closure_minutes,escalated,asset
380,CSE_Bank_B,2026-02-16T17:00:00,Low,135,False,asset_3
381,CSE_Bank_B,2026-03-25T21:00:00,Low,486,False,asset_20
382,CSE_Bank_B,2026-07-03T13:00:00,Low,484,False,asset_12
383,CSE_Bank_B,2026-04-25T01:00:00,High,391,True,asset_14
384,CSE_Bank_B,2026-03-12T20:00:00,Critical,88,True,asset_21
385,CSE_Bank_B,2026-04-14T11:00:00,Medium,193,False,asset_1
386,CSE_Bank_B,2026-02-06T19:00:00,Medium,478,False,asset_2
387,CSE_Bank_B,2026-02-02T02:00:00,Low,405,False,asset_12
388,CSE_Bank_B,2026-04-09T18:00:00,Low,187,False,asset_22
389,CSE_Bank_B,2026-04-26T11:00:00,Low,108,False,asset_19
390,CSE_Bank_B,2026-02-05T16:00:00,Low,351,False,asset_21
391,CSE_Bank_B,2026-03-13T07:00:00,Critical,56,True,asset_16
392,CSE_Bank_B,2026-05-13T12:00:00,Critical,150,True,asset_9
393,CSE_Bank_B,2026-06-30T14:00:00,Low,322,False,asset_23
394,CSE_Bank_B,2026-08-23T15:00:00,Low,168,False,asset_28
395,CSE_Bank_B,2026-01-19T14:00:00,Low,485,False,asset_3
396,CSE_Bank_B,2026-07-27T21:00:00,Critical,357,True,asset_23
397,CSE_Bank_B,2026-01-17T17:00:00,Medium,337,False,asset_28
398,CSE_Bank_B,2026-02-10T22:00:00,High,208,False,asset_17
399,CSE_Bank_B,2026-02-27T03:00:00,Critical,172,True,asset_16
400,CSE_Bank_B,2026-01-07T11:00:00,Medium,407,False,asset_15
401,CSE_Telecom_C,2026-07-25T17:00:00,Low,118,False,asset_3
402,CSE_Telecom_C,2026-03-21T12:00:00,Critical,520,True,asset_25
403,CSE_Telecom_C,2026-04-15T18:00:00,Low,354,False,asset_21
404,CSE_Telecom_C,2026-01-19T14:00:00,Medium,559,False,asset_12
405,CSE_Telecom_C,2026-02-02T17:00:00,Medium,216,False,asset_25
406,CSE_Telecom_C,2026-02-03T13:00:00,Medium,86,False,asset_27
407,CSE_Telecom_C,2026-02-01T16:00:00,Low,198,False,asset_6
408,CSE_Telecom_C,2026-03-24T22:00:00,Low,561,False,asset_29
409,CSE_Telecom_C,2026-03-14T02:00:00,Low,594,False,asset_9
410,CSE_Telecom_C,2026-02-02T20:00:00,Low,576,False,asset_3
411,CSE_Telecom_C,2026-05-09T20:00:00,Low,187,False,asset_6
412,CSE_Telecom_C,2026-06-18T19:00:00,High,375,False,asset_19
413,CSE_Telecom_C,2026-01-11T00:00:00,Low,301,False,asset_21
414,CSE_Telecom_C,2026-02-23T18:00:00,Medium,61,False,asset_16
415,CSE_Telecom_C,2026-08-16T20:00:00,Medium,339,False,asset_16
416,CSE_Telecom_C,2026-03-04T21:00:00,Medium,494,False,asset_3
417,CSE_Telecom_C,2026-06-26T01:00:00,Low,455,False,asset_16
418,CSE_Telecom_C,2026-04-29T06:00:00,Low,177,False,asset_11
419,CSE_Telecom_C,2026-08-09T22:00:00,Low,383,False,asset_13
420,CSE_Telecom_C,2026-02-03T11:00:00,Medium,138,False,asset_11
421,CSE_Telecom_C,2026-03-03T14:00:00,Low,490,False,asset_8
422,CSE_Telecom_C,2026-02-06T03:00:00,Low,423,False,asset_28
423,CSE_Telecom_C,2026-06-07T13:00:00,Low,193,False,asset_27
424,CSE_Telecom_C,2026-03-25T18:00:00,High,224,False,asset_16
425,CSE_Telecom_C,2026-05-12T14:00:00,Medium,345,False,asset_16
426,CSE_Telecom_C,2026-01-06T02:00:00,Critical,547,True,asset_8
427,CSE_Telecom_C,2026-02-25T18:00:00,Low,81,False,asset_10
428,CSE_Telecom_C,2026-05-07T19:00:00,High,511,True,asset_1
429,CSE_Telecom_C,2026-08-05T03:00:00,Medium,300,False,asset_24
430,CSE_Telecom_C,2026-04-04T12:00:00,Low,440,False,asset_2
431,CSE_Telecom_C,2026-05-26T17:00:00,Low,596,False,asset_10
432,CSE_Telecom_C,2026-01-19T12:00:00,Medium,593,False,asset_9
433,CSE_Telecom_C,2026-07-31T19:00:00,Medium,151,False,asset_5
434,CSE_Telecom_C,2026-01-25T12:00:00,Low,377,False,asset_18
435,CSE_Telecom_C,2026-08-29T11:00:00,High,233,True,asset_13
436,CSE_Telecom_C,2026-05-09T01:00:00,Low,170,False,asset_23
437,CSE_Telecom_C,2026-03-27T15:00:00,Medium,182,False,asset_20
438,CSE_Telecom_C,2026-08-17T16:00:00,Low,356,False,asset_6
439,CSE_Telecom_C,2026-04-11T19:00:00,High,336,True,asset_17
440,CSE_Telecom_C,2026-08-01T16:00:00,Medium,336,False,asset_16
441,CSE_Telecom_C,2026-07-28T00:00:00,Low,142,False,asset_14
442,CSE_Telecom_C,2026-05-30T09:00:00,High,57,True,asset_9
443,CSE_Telecom_C,2026-06-17T18:00:00,Medium,82,False,asset_19
444,CSE_Telecom_C,2026-05-03T05:00:00,Medium,419,False,asset_5
445,CSE_Telecom_C,2026-07-30T21:00:00,Low,142,False,asset_7
446,CSE_Telecom_C,2026-01-05T14:00:00,Low,185,False,asset_14
447,CSE_Telecom_C,2026-06-26T06:00:00,Medium,512,False,asset_28
448,CSE_Telecom_C,2026-08-06T23:00:00,High,171,True,asset_18
449,CSE_Telecom_C,2026-03-25T21:00:00,Medium,415,False,asset_11
450,CSE_Telecom_C,2026-02-14T14:00:00,Critical,380,True,asset_22
451,CSE_Telecom_C,2026-07-17T23:00:00,Medium,300,False,asset_20
452,CSE_Telecom_C,2026-05-04T06:00:00,Critical,315,True,asset_8
453,CSE_Telecom_C,2026-03-18T09:00:00,High,530,True,asset_12
454,CSE_Telecom_C,2026-05-24T23:00:00,Low,154,False,asset_19
455,CSE_Telecom_C,2026-06-23T17:00:00,Low,434,False,asset_27
456,CSE_Telecom_C,2026-03-30T04:00:00,Low,324,False,asset_23
457,CSE_Telecom_C,2026-01-21T11:00:00,Critical,292,True,asset_7
458,CSE_Telecom_C,2026-02-21T17:00:00,Low,308,False,asset_5
459,CSE_Telecom_C,2026-01-28T19:00:00,High,275,True,asset_22
460,CSE_Telecom_C,2026-08-20T16:00:00,Low,268,False,asset_2
461,CSE_Telecom_C,2026-01-26T13:00:00,Low,513,False,asset_4
462,CSE_Telecom_C,2026-06-24T04:00:00,Low,593,False,asset_30
463,CSE_Telecom_C,2026-02-10T13:00:00,Medium,517,False,asset_16
464,CSE_Telecom_C,2026-06-16T06:00:00,High,324,True,asset_21
465,CSE_Telecom_C,2026-01-16T02:00:00,Medium,267,False,asset_18
466,CSE_Telecom_C,2026-07-09T23:00:00,High,68,False,asset_6
467,CSE_Telecom_C,2026-04-17T05:00:00,Critical,67,False,asset_13
468,CSE_Telecom_C,2026-07-21T15:00:00,Low,326,False,asset_29
469,CSE_Telecom_C,2026-01-10T00:00:00,Low,139,False,asset_30
470,CSE_Telecom_C,2026-03-27T09:00:00,Medium,586,False,asset_17
471,CSE_Telecom_C,2026-05-07T04:00:00,High,509,True,asset_26
472,CSE_Telecom_C,2026-01-29T10:00:00,Low,499,False,asset_21
473,CSE_Telecom_C,2026-03-07T22:00:00,Low,375,False,asset_26
474,CSE_Telecom_C,2026-03-17T18:00:00,Medium,227,False,asset_6
475,CSE_Telecom_C,2026-06-06T20:00:00,High,467,True,asset_3
476,CSE_Telecom_C,2026-04-13T21:00:00,Low,173,False,asset_16
477,CSE_Telecom_C,2026-03-24T07:00:00,Low,422,False,asset_8
478,CSE_Telecom_C,2026-04-25T08:00:00,Critical,339,True,asset_19
479,CSE_Telecom_C,2026-01-03T08:00:00,Medium,271,False,asset_2
480,CSE_Telecom_C,2026-06-20T03:00:00,Medium,193,False,asset_13
481,CSE_Telecom_C,2026-06-25T16:00:00,Critical,348,True,asset_21
482,CSE_Telecom_C,2026-08-23T09:00:00,Low,256,False,asset_8
483,CSE_Telecom_C,2026-02-04T15:00:00,Low,412,False,asset_14
484,CSE_Telecom_C,2026-06-29T17:00:00,Critical,580,False,asset_27
485,CSE_Telecom_C,2026-02-25T07:00:00,Medium,113,False,asset_17
486,CSE_Telecom_C,2026-04-25T16:00:00,High,109,False,asset_4
487,CSE_Telecom_C,2026-01-16T17:00:00,Critical,237,True,asset_5
488,CSE_Telecom_C,2026-02-12T10:00:00,High,482,True,asset_7
489,CSE_Telecom_C,2026-07-03T18:00:00,Medium,552,False,asset_15
490,CSE_Telecom_C,2026-07-27T01:00:00,Medium,555,False,asset_14
491,CSE_Telecom_C,2026-04-27T18:00:00,Low,503,False,asset_22
492,CSE_Telecom_C,2026-07-26T09:00:00,High,435,True,asset_1
493,CSE_Telecom_C,2026-07-10T06:00:00,Medium,76,False,asset_14
494,CSE_Telecom_C,2026-03-30T22:00:00,Low,91,False,asset_30
495,CSE_Telecom_C,2026-08-17T02:00:00,Critical,513,True,asset_14
496,CSE_Telecom_C,2026-02-16T04:00:00,High,460,True,asset_29
497,CSE_Telecom_C,2026-04-08T14:00:00,High,416,True,asset_22
498,CSE_Telecom_C,2026-06-19T17:00:00,Low,386,False,asset_4
499,CSE_Telecom_C,2026-02-15T17:00:00,Low,160,False,asset_24
500,CSE_Telecom_C,2026-02-27T00:00:00,High,335,True,asset_24
501,CSE_Telecom_C,2026-05-20T13:00:00,Medium,265,False,asset_8
502,CSE_Telecom_C,2026-04-28T11:00:00,Low,223,False,asset_30
503,CSE_Telecom_C,2026-08-13T23:00:00,High,62,False,asset_14
504,CSE_Telecom_C,2026-06-07T00:00:00,Low,98,False,asset_4
505,CSE_Telecom_C,2026-06-02T01:00:00,Medium,79,False,asset_8
506,CSE_Telecom_C,2026-07-09T01:00:00,Medium,269,False,asset_18
507,CSE_Telecom_C,2026-02-25T01:00:00,Low,326,False,asset_8
508,CSE_Telecom_C,2026-07-28T23:00:00,Medium,358,False,asset_8
509,CSE_Telecom_C,2026-03-19T04:00:00,Critical,563,True,asset_10
510,CSE_Telecom_C,2026-03-12T01:00:00,Medium,209,False,asset_21
511,CSE_Telecom_C,2026-06-23T13:00:00,Medium,78,False,asset_12
512,CSE_Telecom_C,2026-06-14T21:00:00,Low,567,False,asset_11
513,CSE_Telecom_C,2026-06-28T13:00:00,Medium,337,False,asset_13
514,CSE_Telecom_C,2026-02-17T17:00:00,Medium,260,False,asset_10
515,CSE_Telecom_C,2026-08-08T22:00:00,Low,504,False,asset_30
516,CSE_Telecom_C,2026-01-15T17:00:00,Medium,456,False,asset_18
517,CSE_Telecom_C,2026-05-16T04:00:00,Low,291,False,asset_7
518,CSE_Telecom_C,2026-03-26T20:00:00,Low,490,False,asset_28
519,CSE_Telecom_C,2026-04-05T02:00:00,Medium,225,False,asset_2
520,CSE_Telecom_C,2026-03-10T12:00:00,Medium,70,False,asset_28
521,CSE_Telecom_C,2026-01-19T06:00:00,High,252,True,asset_28
522,CSE_Telecom_C,2026-08-21T10:00:00,Low,45,False,asset_7
523,CSE_Telecom_C,2026-08-28T06:00:00,Critical,150,True,asset_25
524,CSE_Telecom_C,2026-05-03T07:00:00,Medium,239,False,asset_13
525,CSE_Telecom_C,2026-08-23T07:00:00,Medium,319,False,asset_13
526,CSE_Telecom_C,2026-04-30T17:00:00,Medium,345,False,asset_9
527,CSE_Telecom_C,2026-04-03T16:00:00,High,507,True,asset_24
528,CSE_Telecom_C,2026-05-01T10:00:00,Critical,409,True,asset_2
529,CSE_Telecom_C,2026-05-25T07:00:00,High,46,True,asset_30
530,CSE_Telecom_C,2026-05-30T18:00:00,High,332,True,asset_11
531,CSE_Telecom_C,2026-02-28T12:00:00,Medium,281,False,asset_16
532,CSE_Telecom_C,2026-05-21T20:00:00,Critical,375,True,asset_27
533,CSE_Telecom_C,2026-05-06T23:00:00,Medium,532,False,asset_15
534,CSE_Telecom_C,2026-02-13T23:00:00,High,203,True,asset_18
535,CSE_Telecom_C,2026-05-06T05:00:00,Critical,585,False,asset_2
536,CSE_Telecom_C,2026-05-15T01:00:00,High,106,False,asset_22
537,CSE_Telecom_C,2026-01-13T00:00:00,Medium,266,False,asset_3
538,CSE_Telecom_C,2026-07-01T04:00:00,Low,547,False,asset_15
539,CSE_Telecom_C,2026-04-06T01:00:00,Medium,524,False,asset_22
540,CSE_Telecom_C,2026-05-05T00:00:00,Low,594,False,asset_14
541,CSE_Telecom_C,2026-01-04T00:00:00,Medium,311,False,asset_18
542,CSE_Telecom_C,2026-03-15T00:00:00,Medium,470,False,asset_26
543,CSE_Telecom_C,2026-08-29T05:00:00,Low,128,False,asset_17
544,CSE_Telecom_C,2026-02-08T07:00:00,Low,569,False,asset_9
545,CSE_Telecom_C,2026-07-28T11:00:00,Low,436,False,asset_3
546,CSE_Telecom_C,2026-04-06T12:00:00,Medium,279,False,asset_23
547,CSE_Telecom_C,2026-02-27T09:00:00,Medium,112,False,asset_21
548,CSE_Telecom_C,2026-08-08T20:00:00,High,125,True,asset_13
549,CSE_Telecom_C,2026-05-22T15:00:00,Low,39,False,asset_23
550,CSE_Telecom_C,2026-02-13T02:00:00,Medium,474,False,asset_21
551,CSE_Telecom_C,2026-07-20T10:00:00,Medium,127,False,asset_29
552,CSE_Telecom_C,2026-05-16T01:00:00,Low,516,False,asset_9
553,CSE_Telecom_C,2026-01-12T02:00:00,Medium,317,False,asset_29
554,CSE_Telecom_C,2026-05-20T18:00:00,Medium,213,False,asset_30
555,CSE_Telecom_C,2026-08-06T10:00:00,Low,242,False,asset_19
556,CSE_Telecom_C,2026-02-06T22:00:00,High,108,True,asset_19
557,CSE_Telecom_C,2026-03-03T18:00:00,High,428,True,asset_18
558,CSE_Telecom_C,2026-03-26T12:00:00,High,173,False,asset_23
559,CSE_Telecom_C,2026-07-05T02:00:00,Medium,384,False,asset_2
560,CSE_Telecom_C,2026-01-26T13:00:00,Low,107,False,asset_11
561,CSE_Telecom_C,2026-06-04T19:00:00,Critical,436,False,asset_11
562,CSE_Telecom_C,2026-01-08T20:00:00,Low,491,False,asset_16
563,CSE_Telecom_C,2026-02-28T11:00:00,Medium,414,False,asset_14
564,CSE_Telecom_C,2026-02-17T21:00:00,Medium,419,False,asset_3
565,CSE_Telecom_C,2026-07-17T19:00:00,Low,282,False,asset_23
566,CSE_Telecom_C,2026-01-19T02:00:00,Low,419,False,asset_23
567,CSE_Telecom_C,2026-07-20T20:00:00,Low,428,False,asset_11
568,CSE_Telecom_C,2026-04-03T03:00:00,Low,345,False,asset_15
569,CSE_Telecom_C,2026-04-03T08:00:00,Low,119,False,asset_6
570,CSE_Telecom_C,2026-04-21T14:00:00,Medium,554,False,asset_14
571,CSE_Telecom_C,2026-01-27T00:00:00,Low,597,False,asset_3
572,CSE_Telecom_C,2026-06-02T19:00:00,High,424,True,asset_14
573,CSE_Telecom_C,2026-04-10T02:00:00,High,278,True,asset_6
574,CSE_Telecom_C,2026-06-25T12:00:00,Low,305,False,asset_10
575,CSE_Telecom_C,2026-03-10T15:00:00,Low,201,False,asset_14
576,CSE_Telecom_C,2026-03-12T13:00:00,Low,108,False,asset_12
577,CSE_Telecom_C,2026-03-06T07:00:00,High,537,True,asset_7
578,CSE_Telecom_C,2026-04-28T03:00:00,Low,36,False,asset_13
579,CSE_Telecom_C,2026-03-27T19:00:00,Low,367,False,asset_15
580,CSE_Telecom_C,2026-03-27T13:00:00,High,169,True,asset_20
581,CSE_Telecom_C,2026-06-27T06:00:00,Medium,211,False,asset_13
582,CSE_Telecom_C,2026-03-23T09:00:00,High,532,False,asset_26
583,CSE_Telecom_C,2026-03-04T10:00:00,Low,432,False,asset_12
584,CSE_Telecom_C,2026-01-30T18:00:00,Low,588,False,asset_6
585,CSE_Telecom_C,2026-06-24T17:00:00,Low,502,False,asset_23
586,CSE_Telecom_C,2026-02-23T14:00:00,High,100,False,asset_26
587,CSE_Telecom_C,2026-07-23T13:00:00,Medium,172,False,asset_21
588,CSE_Telecom_C,2026-03-19T07:00:00,Low,187,False,asset_23
589,CSE_Telecom_C,2026-04-19T12:00:00,Low,520,False,asset_19
590,CSE_Telecom_C,2026-04-13T17:00:00,Medium,458,False,asset_18
591,CSE_Telecom_C,2026-01-10T11:00:00,High,579,True,asset_30
592,CSE_Telecom_C,2026-01-22T03:00:00,High,393,True,asset_20
593,CSE_Telecom_C,2026-01-12T18:00:00,Critical,439,False,asset_11
594,CSE_Telecom_C,2026-07-23T13:00:00,Low,130,False,asset_9
595,CSE_Telecom_C,2026-02-26T16:00:00,High,256,True,asset_13
596,CSE_Telecom_C,2026-04-29T21:00:00,Medium,542,False,asset_5
597,CSE_Telecom_C,2026-03-30T00:00:00,Medium,332,False,asset_14
598,CSE_Telecom_C,2026-08-24T02:00:00,Low,175,False,asset_12
599,CSE_Telecom_C,2026-03-21T10:00:00,Medium,241,False,asset_17
600,CSE_Telecom_C,2026-05-04T11:00:00,Medium,478,False,asset_24
601,CSE_Transport_D,2026-06-28T14:00:00,Low,337,False,asset_2
602,CSE_Transport_D,2026-07-27T22:00:00,Low,381,False,asset_21
603,CSE_Transport_D,2026-01-28T21:00:00,High,279,True,asset_18
604,CSE_Transport_D,2026-02-10T10:00:00,Medium,503,False,asset_8
605,CSE_Transport_D,2026-07-24T12:00:00,Medium,220,False,asset_21
606,CSE_Transport_D,2026-06-18T13:00:00,Low,232,False,asset_15
607,CSE_Transport_D,2026-06-01T13:00:00,Low,249,False,asset_7
608,CSE_Transport_D,2026-03-13T22:00:00,High,94,True,asset_26
609,CSE_Transport_D,2026-08-12T17:00:00,Low,363,False,asset_7
610,CSE_Transport_D,2026-04-28T03:00:00,Low,531,False,asset_17
611,CSE_Transport_D,2026-06-13T10:00:00,Medium,431,False,asset_19
612,CSE_Transport_D,2026-01-30T11:00:00,Low,498,False,asset_20
613,CSE_Transport_D,2026-02-14T21:00:00,High,334,False,asset_19
614,CSE_Transport_D,2026-01-22T21:00:00,Low,150,False,asset_8
615,CSE_Transport_D,2026-03-20T03:00:00,Low,174,False,asset_17
616,CSE_Transport_D,2026-04-10T13:00:00,Medium,422,False,asset_14
617,CSE_Transport_D,2026-02-17T15:00:00,Medium,207,False,asset_18
618,CSE_Transport_D,2026-02-12T15:00:00,Low,221,False,asset_11
619,CSE_Transport_D,2026-08-04T14:00:00,Medium,397,False,asset_1
620,CSE_Transport_D,2026-05-05T04:00:00,Low,423,False,asset_18
621,CSE_Transport_D,2026-05-10T20:00:00,Medium,533,False,asset_14
622,CSE_Transport_D,2026-07-01T14:00:00,Medium,114,False,asset_19
623,CSE_Transport_D,2026-01-08T07:00:00,Low,311,False,asset_8
624,CSE_Transport_D,2026-05-18T09:00:00,Low,498,False,asset_19
625,CSE_Transport_D,2026-07-10T15:00:00,Medium,145,False,asset_19
626,CSE_Transport_D,2026-01-30T08:00:00,High,405,True,asset_25
627,CSE_Transport_D,2026-01-11T23:00:00,Medium,253,False,asset_14
628,CSE_Transport_D,2026-01-27T23:00:00,High,283,True,asset_2
629,CSE_Transport_D,2026-04-26T08:00:00,Low,119,False,asset_15
630,CSE_Transport_D,2026-08-10T03:00:00,High,272,True,asset_24
631,CSE_Transport_D,2026-05-31T22:00:00,Low,468,False,asset_6
632,CSE_Transport_D,2026-06-07T04:00:00,High,241,False,asset_19
633,CSE_Transport_D,2026-03-31T17:00:00,Low,581,False,asset_6
634,CSE_Transport_D,2026-03-24T22:00:00,Low,303,False,asset_28
635,CSE_Transport_D,2026-05-12T21:00:00,High,168,False,asset_26
636,CSE_Transport_D,2026-04-16T01:00:00,Critical,159,True,asset_5
637,CSE_Transport_D,2026-03-05T04:00:00,High,283,False,asset_22
638,CSE_Transport_D,2026-04-11T15:00:00,Low,305,False,asset_21
639,CSE_Transport_D,2026-04-17T12:00:00,Medium,125,False,asset_13
640,CSE_Transport_D,2026-05-12T23:00:00,Low,407,False,asset_15
641,CSE_Transport_D,2026-05-05T10:00:00,Medium,125,False,asset_24
642,CSE_Transport_D,2026-04-28T20:00:00,Medium,396,False,asset_28
643,CSE_Transport_D,2026-01-17T17:00:00,Low,469,False,asset_27
644,CSE_Transport_D,2026-02-24T15:00:00,Low,320,False,asset_11
645,CSE_Transport_D,2026-05-21T18:00:00,Low,526,False,asset_26
646,CSE_Transport_D,2026-03-29T21:00:00,High,77,True,asset_26
647,CSE_Transport_D,2026-08-03T14:00:00,Low,191,False,asset_15
648,CSE_Transport_D,2026-04-27T00:00:00,Critical,468,True,asset_23
649,CSE_Transport_D,2026-08-21T04:00:00,High,339,True,asset_30
650,CSE_Transport_D,2026-08-13T08:00:00,Low,399,False,asset_9
651,CSE_Transport_D,2026-01-22T11:00:00,Medium,199,False,asset_2
652,CSE_Transport_D,2026-04-12T20:00:00,Low,269,False,asset_14
653,CSE_Transport_D,2026-06-17T02:00:00,High,31,True,asset_3
654,CSE_Transport_D,2026-02-03T18:00:00,Low,485,False,asset_1
655,CSE_Transport_D,2026-01-03T22:00:00,Low,153,False,asset_28
656,CSE_Transport_D,2026-04-19T22:00:00,Low,102,False,asset_8
657,CSE_Transport_D,2026-04-09T02:00:00,High,134,True,asset_12
658,CSE_Transport_D,2026-08-14T09:00:00,Low,166,False,asset_21
659,CSE_Transport_D,2026-06-23T04:00:00,Low,38,False,asset_20
660,CSE_Transport_D,2026-06-16T05:00:00,Medium,248,False,asset_21
661,CSE_Transport_D,2026-07-11T04:00:00,Critical,483,False,asset_3
662,CSE_Transport_D,2026-08-18T03:00:00,Low,156,False,asset_19
663,CSE_Transport_D,2026-07-06T12:00:00,Low,469,False,asset_11
664,CSE_Transport_D,2026-07-22T04:00:00,Low,116,False,asset_8
665,CSE_Transport_D,2026-05-22T19:00:00,Medium,321,False,asset_25
666,CSE_Transport_D,2026-08-29T22:00:00,Low,338,False,asset_7
667,CSE_Transport_D,2026-05-13T19:00:00,Medium,431,False,asset_10
668,CSE_Transport_D,2026-06-15T01:00:00,High,275,True,asset_4
669,CSE_Transport_D,2026-03-03T15:00:00,Medium,102,False,asset_17
670,CSE_Transport_D,2026-08-16T00:00:00,Critical,354,True,asset_28
671,CSE_Transport_D,2026-08-03T18:00:00,Medium,589,False,asset_22
672,CSE_Transport_D,2026-02-14T15:00:00,Critical,104,True,asset_3
673,CSE_Transport_D,2026-01-04T08:00:00,Low,91,False,asset_26
674,CSE_Transport_D,2026-04-12T16:00:00,Low,543,False,asset_25
675,CSE_Transport_D,2026-04-17T13:00:00,High,114,True,asset_18
676,CSE_Transport_D,2026-06-07T04:00:00,Low,347,False,asset_3
677,CSE_Transport_D,2026-05-11T06:00:00,Critical,189,True,asset_13
678,CSE_Transport_D,2026-05-31T20:00:00,High,97,True,asset_14
679,CSE_Transport_D,2026-07-06T07:00:00,Low,118,False,asset_30
680,CSE_Transport_D,2026-04-22T03:00:00,Medium,86,False,asset_10
681,CSE_Transport_D,2026-06-20T23:00:00,Medium,209,False,asset_4
682,CSE_Transport_D,2026-01-04T22:00:00,Low,41,False,asset_6
683,CSE_Transport_D,2026-05-08T11:00:00,Medium,295,False,asset_6
684,CSE_Transport_D,2026-04-06T04:00:00,High,305,True,asset_4
685,CSE_Transport_D,2026-07-17T00:00:00,Low,469,False,asset_9
686,CSE_Transport_D,2026-05-15T02:00:00,Low,108,False,asset_16
687,CSE_Transport_D,2026-04-27T16:00:00,Low,541,False,asset_28
688,CSE_Transport_D,2026-05-26T05:00:00,Low,291,False,asset_25
689,CSE_Transport_D,2026-01-27T18:00:00,Medium,148,False,asset_8
690,CSE_Transport_D,2026-07-09T16:00:00,Low,42,False,asset_8
691,CSE_Transport_D,2026-01-12T15:00:00,Low,183,False,asset_6
692,CSE_Transport_D,2026-08-27T01:00:00,Medium,459,False,asset_8
693,CSE_Transport_D,2026-03-24T07:00:00,Medium,357,False,asset_9
694,CSE_Transport_D,2026-07-31T02:00:00,Medium,152,False,asset_17
695,CSE_Transport_D,2026-06-22T01:00:00,Low,558,False,asset_2
696,CSE_Transport_D,2026-04-13T02:00:00,High,319,False,asset_10
697,CSE_Transport_D,2026-03-25T02:00:00,Medium,38,False,asset_12
698,CSE_Transport_D,2026-02-21T09:00:00,Medium,341,False,asset_24
699,CSE_Transport_D,2026-06-09T07:00:00,Medium,535,False,asset_25
700,CSE_Transport_D,2026-07-18T06:00:00,High,589,False,asset_8
701,CSE_Transport_D,2026-02-08T00:00:00,Critical,54,True,asset_12
702,CSE_Transport_D,2026-06-12T22:00:00,High,373,True,asset_22
703,CSE_Transport_D,2026-04-07T23:00:00,High,136,True,asset_8
704,CSE_Transport_D,2026-04-18T15:00:00,Critical,175,True,asset_3
705,CSE_Transport_D,2026-01-12T07:00:00,High,562,True,asset_29
706,CSE_Transport_D,2026-04-06T14:00:00,Critical,116,True,asset_17
707,CSE_Transport_D,2026-02-04T20:00:00,High,106,True,asset_2
708,CSE_Transport_D,2026-04-22T21:00:00,Critical,272,True,asset_28
709,CSE_Transport_D,2026-03-22T12:00:00,High,364,True,asset_9
710,CSE_Transport_D,2026-03-01T02:00:00,Critical,169,False,asset_19
711,CSE_Transport_D,2026-01-28T04:00:00,Low,490,False,asset_15
712,CSE_Transport_D,2026-03-22T13:00:00,Low,396,False,asset_25
713,CSE_Transport_D,2026-02-23T14:00:00,Low,301,False,asset_28
714,CSE_Transport_D,2026-01-31T02:00:00,Low,341,False,asset_27
715,CSE_Transport_D,2026-06-30T22:00:00,Medium,250,False,asset_27
716,CSE_Transport_D,2026-08-08T10:00:00,Low,284,False,asset_12
717,CSE_Transport_D,2026-04-12T16:00:00,Low,336,False,asset_9
718,CSE_Transport_D,2026-07-29T05:00:00,Low,444,False,asset_28
719,CSE_Transport_D,2026-04-26T17:00:00,High,285,True,asset_4
720,CSE_Transport_D,2026-07-25T04:00:00,Low,93,False,asset_27
721,CSE_Transport_D,2026-07-19T07:00:00,Low,440,False,asset_12
722,CSE_Transport_D,2026-06-25T20:00:00,Critical,116,True,asset_9
723,CSE_Transport_D,2026-08-23T02:00:00,Low,96,False,asset_7
724,CSE_Transport_D,2026-08-20T20:00:00,Medium,161,False,asset_3
725,CSE_Transport_D,2026-08-20T10:00:00,Low,502,False,asset_2
726,CSE_Transport_D,2026-02-13T18:00:00,Medium,434,False,asset_16
727,CSE_Transport_D,2026-01-08T12:00:00,Medium,206,False,asset_12
728,CSE_Transport_D,2026-02-24T05:00:00,Low,486,False,asset_29
729,CSE_Transport_D,2026-02-08T01:00:00,Medium,281,False,asset_21
730,CSE_Transport_D,2026-03-17T15:00:00,Medium,593,False,asset_16
731,CSE_Transport_D,2026-01-16T02:00:00,Low,170,False,asset_14
732,CSE_Transport_D,2026-02-21T20:00:00,High,568,True,asset_26
733,CSE_Transport_D,2026-05-20T00:00:00,Critical,397,True,asset_26
734,CSE_Transport_D,2026-05-05T11:00:00,Critical,544,True,asset_9
735,CSE_Transport_D,2026-02-16T00:00:00,Low,254,False,asset_1
736,CSE_Transport_D,2026-08-18T08:00:00,Low,513,False,asset_17
737,CSE_Transport_D,2026-04-02T18:00:00,Critical,193,True,asset_22
738,CSE_Transport_D,2026-03-03T08:00:00,Medium,87,False,asset_25
739,CSE_Transport_D,2026-02-26T18:00:00,High,427,True,asset_27
740,CSE_Transport_D,2026-08-05T05:00:00,Low,355,False,asset_26
741,CSE_Transport_D,2026-07-08T22:00:00,Low,58,False,asset_23
742,CSE_Transport_D,2026-06-29T11:00:00,Critical,175,True,asset_7
743,CSE_Transport_D,2026-08-03T15:00:00,Medium,209,False,asset_16
744,CSE_Transport_D,2026-01-10T02:00:00,Low,254,False,asset_1
745,CSE_Transport_D,2026-05-15T15:00:00,Low,236,False,asset_26
746,CSE_Transport_D,2026-02-03T10:00:00,High,361,True,asset_5
747,CSE_Transport_D,2026-05-31T22:00:00,Critical,143,False,asset_28
748,CSE_Transport_D,2026-04-04T02:00:00,Low,435,False,asset_19
749,CSE_Transport_D,2026-01-26T10:00:00,Low,169,False,asset_6
